"Inventarnummer","Joins","Image-link","Publikation","CTH","Fundort","Zeit","TLHdig","Anmerkungen"
"Bo 3972",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%203972)","KUB 23.83","297.2 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 23.83)","s. M. Marizza, Kaskal 2, 2005, 133-146; A. Hagenbuchner, THeth 16, 1989, 134-136 (Nr. 89); M. Gander, THeth 33, 2022, 557f. ↂ s. M. Marizza, Kaskal 2, 2005, 133-146; A. Hagenbuchner, THeth 16, 1989, 134-136 (Nr. 89); vgl. R.H. Beal, THeth 20, 1992, 84 mit Anm. 298 (zu CTH 275); J.D. Hawkins, AnSt 48, 1998, 26 Anm. 162; M. Gander, THeth 27, 2010, 82-84, 125; D. Schürr, Klio 92, 2010, 10f.; M. Forlanini, OrNS 81, 2012, 138; P. Dardano, RANT 10, 2013, 124; R. Lebrun, Hethitica 17, 2015, 43, 46. | 275 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?c=275)"
"Bo 3972","+Bo 6886","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206886)","KUB 23.83",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 23.83)","."
"Bo 4158",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%204158)","KUB 29.31","292.II.d | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 29.31)","s. H.A. Hoffner, Laws, 1997, 163 (Sigel u). ↂ s. H.A. Hoffner, Laws, 1997, 163 (Sigel u)."
"Bo 4197",".","",".","295.? | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 4470",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%204470)","CHDS 6.63","295.? | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 6.63)","."
"Bo 4602",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%204602)","CHDS 6.142","295.? | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 6.142)","."
"Bo 4884",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%204884)","DBH 46/2.137","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=DBH 46/2.137)","s. R. Akdoğan, DBH 46/1, 2016, 90f. ↂ s. R. Akdoğan, DBH 46/1, 2016, 90f."
"Bo 4913",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 4913)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%204913)","KUB 23.108","297.5 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 23.108)","ↂ  vgl. H. Otten, ZA 66, 1976, 103; G. Mauer, FsDeller, 1988, 192; V. Haas, Orakel, 2008, 28f.; M. Cammarosano, 8. IKH, 2014, 147."
"Bo 4913","+Bo 5548","",".",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 4954",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%204954)","KUB 26.69","295.3 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša:  [In Istanbul]","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 26.69)","ↂ  vgl. A. Kempinski - S. Košak, Tel Aviv 4, 1977, 87; N. Tani, Eothen 10, 1999, 187f.; S. Alaura, AoF 32, 2005, 381; S. Patri, StBoT 49, 2007, 110; S. Görke, KSK 3, 2008, 54 Anm. 31; V. Haas, Orakel, 2008, 90f.; G. Barjamovic, CNI 38, 2011, 266; W.J.I. Waal, StBoT 57, 2015, 85f.; T. Pilavcı, Diss., 2017, 156."
"Bo 4971",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%204971)","KUB 38.37","295.7.A | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 38.37)","Par. IBoT 4.136 (= Bo 1495). ↂ  vgl. S. Erkut, FsAlp, 1992, 164 (verschrieben als KUB 28.37); V. Haas, HbOr I/15, 1994, 425 Anm. 43; 500 Anm. 81; 505 Anm. 117; A. Taggar-Cohen, THeth 26, 2006, 210f.; M. Popko, StBoT 50, 2009, 100; P. Taracha, JANER 11, 2011, 146; G. Beckman, Theory, 2012, 130; S. de Martino, RA 106, 2012, 106; A. Mouton, Anatolica 38, 2012, 226f.; Ch. Lebrun, PIOL 66, 2014, 102; G. Torri, CRRAI 57, 2015, 578f.; Ö. Sir Gavaz - Ü. Yalçın, 9. IKH, 2019, 934. - Par. IBoT 4.136 (= Bo 1495). | IBoT 4.136 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=IBoT 4.136); Bo 1495 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 1495); KUB 28.37 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 28.37); IBoT 4.136 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=IBoT 4.136); Bo 1495 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 1495)"
"Bo 5021",".","",".","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 5044",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205044)","KUB 13.33","295.1 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 13.33)","ↂ  vgl. F. Starke, StBoT 31, 1990, 234 Anm. 797; V. Haas, HbOr I/15, 1994, 197 Anm. 88; id., Königtum, 1999, 182; N. Tani, Eothen 10, 1999, 178; J.L. Miller, StBoT 46, 2004, 112; S. Heinhold-Krahmer, FsHawkins, 2010, 117; S. Görke, AOAT 416, 2014, 51; M. Kudrinski, IF 121, 2016, 168."
"Bo 5069",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205069)","KUB 31.68","297.8 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 31.68)","ↂ  vgl. F. Pecchioli Daddi, SCO 27, 1977, 182f. Anm. 60; H.A. Hoffner, GsFinkelstein, 1977, 105; D. Symington, AnSt 41, 1991, 119 Anm. 61; Th. van den Hout, StBoT 38, 1995, 209f.; N. Tani, AoF 28, 2001, 154-164; R.S.P. Beekes, KNAW 66/1, 2003, 17f. (zu mTaškuili); M. Forlanini, Eothen 16, 2008, 166; W. Waal, AnSt 61, 2011, 27; S. de Martino, RA 106, 2012, 105; E. Rieken - D. Sasseville, AoF 39, 2012, 126f.; P. Goedegebuure, StBoT 55, 2014, 460; S. Höfler, GVA 28, 2015, 158; Sh. Gordin, StBoT 59, 2015, 18; M. Zorman, KZ 126, 2015, 134; J.L. Miller, Eothen 23, 2020, 241 Anm. 5."
"Bo 5227",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205227)","KUB 23.106","297.4 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 23.106)","."
"Bo 5327",".","",".","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","ↂ  vgl. F. Starke, StBoT 31, 1990, 373."
"Bo 5367",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205367)","CHDS 5.33","295 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 5.33)","."
"Bo 5440",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205440)","CHDS 5.77","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","mh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 5.77)","O. Soysal CHDS 5 CTH 209, CTH 295 oder CTH 297. | 209 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?c=209); 295 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?c=295); 297 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?c=297)"
"Bo 5450",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205450)","KUB 40.109","297.14 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.109)","."
"Bo 5503",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205503)","KUB 40.91","294.2 | 294 (javascript:inf('../CTH/cthfix.php?c=294','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.91)","s. R. Werner, StBoT 4, 1967, 29-31; N. Tani, Eothen 10, 1999, 176; ead., GsImparati, 2002, 827-832;  ↂ s. R. Werner, StBoT 4, 1967, 29-31; N. Tani, Eothen 10, 1999, 176; ead., GsImparati, 2002, 827-832; vgl. Sh.A. Divon, AOAT 349, 2008, 103 (+ KUB 60.103 = Bo 1750); J. Puhvel, Aramazd IV/2, 2009, 78; S. de Martino, Mesopotamia 53, 2018, 30; L. Ramstorf, GsÇambel, 2018, 199. | KUB 60.103 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 60.103); Bo 1750 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 1750)"
"Bo 5503","(+)Bo 7963","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%207963)","KUB 40.87",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.87)","."
"Bo 5584",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205584)","KUB 40.92","297.12 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.92)","ↂ  vgl. K. Watanabe, ASJ 11, 1989, 267; H.C. Melchert, JCS 50, 1998, 49; M. Schuol, OrA 14, 2004, 169; W.J.I. Waal, StBoT 57, 2015, 137."
"Bo 5719",".","",".","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","k.A.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 6060",".","",".","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša","k.A.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","Dupl. zu KBo 6.26 IV 17ff. (Hinweis M. Kreitzscheck 27.06.2024); ehemals CTH 560.II?. | 560 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?c=560)"
"Bo 6087",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206087)","CHDS 4.1","295 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 4.1)","."
"Bo 6112",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206112)","CHDS 4.19","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 4.19)","."
"Bo 6229",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206229)","CHDS 4.112","295 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 4.112)","."
"Bo 6251",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206251)","CHDS 4.124","295 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 4.124)","."
"Bo 6305",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206305)","CHDS 4.166","295 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 4.166)","."
"Bo 6492",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206492)","KBo 3.15 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=3&n=15)","295.12 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 3.15)","s. N. Tani, GsImparati, 2002, 833;  ↂ s. N. Tani, GsImparati, 2002, 833; vgl. J. Puhvel, Aramazd IV/2, 2009, 78."
"Bo 6505",".","",".","297.?? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 6849",".","",".","294 | 294 (javascript:inf('../CTH/cthfix.php?c=294','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","CTH-Bestimmung J. Miller (09.02.2024). ↂ  vgl. HZL, 1989, 190."
"Bo 6888",".","",".","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 6899",".","",".","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 6927",".","",".","292.II.a.A | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","Wegen des Doppelstrichs am Ende von § 168 vermutlich o.A. zu KBo 6.11 (= Bo 2102). ↂ Wegen des Doppelstrichs am Ende von § 168 vermutlich o.A. zu KBo 6.11 (= Bo 2102). | KBo 6.11 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.11); Bo 2102 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 2102); KBo 6.11 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.11); Bo 2102 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 2102)"
"Bo 7661",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%207661)","KUB 40.89","295.15 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.89)","."
"Bo 7911",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%207911)","KUB 40.20","297.9 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.20)","."
"Bo 7954",".","",".","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 8202",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 8202)","",".","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","Join O. Soysal (6.9.2021); s. H.A. Hoffner, Laws, 1997, 163 (Sigel m); F. Fuscagni, HPMM 6, 2007, 173. ↂ Join O. Soysal (6.9.2021); s. H.A. Hoffner, Laws, 1997, 163 (Sigel m); F. Fuscagni, HPMM 6, 2007, 173."
"Bo 8202","+Bo 10095","",".",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 8868",".","",".","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 9386",".","",".","291 | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","Dupl. KBo 6.3 III 64ff. Hinweis J. Lorenz (01.05.2022); | KBo 6.3 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.3)"
"Bo 9709",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%209709)","KUB 13.31","292.II.d | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 13.31)","§ 114f.? Nicht bei H.A. Hoffner, Laws, 1997, 108f. ↂ § 114f.? Nicht bei H.A. Hoffner, Laws, 1997, 108f."
"Bo 2014/9",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202014%2F9); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%202014%2F9)","KBo 70.9","295 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Bk.:  Büyükkale, in altem Grabungsschutt; Planquadrat 346/347; 0.89-0.47; Niv 1122.32. Fund-Nr. 14-0-427","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 70.9)","s. D. Schwemer, AA 2015, 102f. ↂ s. D. Schwemer, AA 2015, 102f."
"Bo 2018/25",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202018%2F25)","KBo 71.43","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Bk.:  Büyükkale, westliche Befestigungsmauer, Schutt der Altgrabungen; Planquadrat 342/352","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 71.43)","."
"Bo 69/15",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2069%2F15); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%2069%2F15)","KBo 22.64 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=22&n=64)","291 | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I:  Grosser Tempel, Schutthalde vor Mag. 10. - gelber gebr. Ton","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 22.64)","Der indirekte Join mit KUB 29.13 (= 2627/c), vorgeschlagen von H.A. Hoffner, Laws, 84 (§ 78, Sigel K), ist wegen verschiedener Schriftgröße sowie Fundorte (Tempel I bzw. Gebäude E auf Büyükkale) abzulehnen;  ↂ Der indirekte Join mit KUB 29.13 (= 2627/c), vorgeschlagen von H.A. Hoffner, Laws, 84 (§ 78, Sigel K), ist wegen verschiedener Schriftgröße sowie Fundorte (Tempel I bzw. Gebäude E auf Büyükkale) abzulehnen; vgl. D. Groddek, DBH 24, 2008, 66. | KUB 29.13 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 29.13); 2627/c (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=2627/c); KUB 29.13 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 29.13); 2627/c (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=2627/c)"
"Bo 69/486",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2069%2F486); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%2069%2F486)","KBo 63.10","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I:  Tempel I, vor Mag. 12-13, in altem Grabungsschutt. - dunkelgrauer gebr. Ton","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 63.10)","Dupl. KBo 6.26 IV 18-24 (Hinweis F. Fuscagni, 15.6.2012). ↂ Dupl. KBo 6.26 IV 18-24 (Hinweis F. Fuscagni, 15.6.2012). | KBo 6.26 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.26); KBo 6.26 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.26)"
"Bo 69/516",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2069%2F516)","KBo 63.281","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","T.I:  Tempel I, vor Mag. 12-13, in altem Grabungsschutt. - grauer gebr. Ton","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 63.281)","CTH-Bestimmung J. Lorenz (7.2021). ↂ CTH-Bestimmung J. Lorenz (7.2021)."
"Bo 69/519",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2069%2F519)","KBo 22.131 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=22&n=131)","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","T.I:  Tempel I, vor Mag. 12-13, in altem Grabungsschutt. - hellbrauner gebr. Ton","mh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 22.131)","s. H.A. Hoffner, BiOr 33, 1976, 336; D. Groddek, DBH 24, 2008, 122f. ↂ s. H.A. Hoffner, BiOr 33, 1976, 336; D. Groddek, DBH 24, 2008, 122f."
"Bo 69/731",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2069%2F731)","KBo 22.29 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=22&n=29)","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","T.I:  Tempel I, östlich vor Mag. 10, aus Kanal ohne Deckstein. - grauer gebr. Ton","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 22.29)","s. D. Groddek, DBH 24, 2008, 34f.;  ↂ s. D. Groddek, DBH 24, 2008, 34f.; vgl. S. de Martino, Eothen 18, 2011, 83; Ch. Lebrun, PIOL 66, 2014, 182."
"Bo 69/855",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2069%2F855); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%2069%2F855)","KBo 22.65 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=22&n=65)","291 | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I:  Tempel I, Schutthalde vor Mag. 5-9. - grauer gebr. Ton","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 22.65)","G. Torri und L. Warbinek (16.07.2025) vermuten einen indirekten Join mit KBo 9.70; s. H.A. Hoffner, Laws, 1997 (Sigel BB); D. Groddek, DBH 24, 2008, 66f. ↂ s. H.A. Hoffner, Laws, 1997 (Sigel BB); D. Groddek, DBH 24, 2008, 66f. | KBo 9.70 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 9.70)"
